Transcript stable ID version	UniProtKB/Swiss-Prot ID
ENST00000536588.1	
ENST00000322244.10	A0AVT1
ENST00000586499.6	
ENST00000474458.5	
ENST00000443184.2	P01906
ENST00000635759.1	
ENST00000647464.2	
ENST00000636271.1	
ENST00000514261.1	
ENST00000468629.5	
ENST00000505673.2	
ENST00000353088.6	Q9UNZ2
ENST00000420827.2	A0AVT1
ENST00000465874.5	
ENST00000537858.2	Q6ZNK6
ENST00000300738.10	P23921
ENST00000552745.2	
ENST00000371905.1	
ENST00000642789.1	
ENST00000653979.1	
ENST00000555944.5	
ENST00000638081.1	
ENST00000635883.1	
ENST00000637348.1	
ENST00000645471.1	
ENST00000533349.5	
ENST00000641282.1	Q8NGX8
ENST00000503143.3	Q8TF63
ENST00000659595.1	
ENST00000647037.1	
ENST00000392825.8	Q8IUC8
ENST00000631862.1	
ENST00000371904.8	
ENST00000480798.2	O76096
ENST00000528442.5	
ENST00000399232.8	Q7Z553
ENST00000435364.7	Q9H8E8
ENST00000476071.5	Q9UNZ2
ENST00000458280.5	
ENST00000534285.5	
ENST00000545990.6	O75969
ENST00000336053.10	
ENST00000377681.7	
ENST00000378700.8	P47928
ENST00000489634.2	Q9H8E8
ENST00000533495.5	
ENST00000540967.5	
ENST00000216879.8	Q9UNZ2
ENST00000643579.2	P67936
ENST00000536414.3	
ENST00000357362.7	Q7Z553
ENST00000375455.7	
ENST00000383121.2	
ENST00000381653.9	
ENST00000302617.3	Q8NGX8
ENST00000382771.9	P36952
ENST00000643494.1	
ENST00000670382.1	
ENST00000555568.5	
ENST00000300933.9	P67936
ENST00000646575.1	
ENST00000470376.5	
ENST00000432901.4	Q6UWS5
ENST00000557238.5	
ENST00000434213.1	
ENST00000489441.5	P36952
ENST00000287907.3	P47898
ENST00000228850.6	O75969
ENST00000586833.7	
ENST00000649716.1	
ENST00000642221.1	
ENST00000489203.2	
ENST00000554762.5	
ENST00000631948.1	Q9Y2G9
ENST00000482848.7	
ENST00000344824.11	P67936
ENST00000486952.2	
ENST00000648836.1	
ENST00000509933.1	
ENST00000424602.1	
ENST00000622719.2	Q9Y2G9
ENST00000409237.5	Q8IUC8
ENST00000474874.5	
ENST00000426342.6	Q7Z553
ENST00000533035.5	
ENST00000622515.4	
ENST00000634172.1	
ENST00000595684.5	Q86XR2
ENST00000544741.2	
ENST00000380306.8	
ENST00000620508.4	Q15649
ENST00000308110.9	Q96NY9
ENST00000377482.10	Q9UJM3
ENST00000588032.6	
ENST00000296099.2	P55089
ENST00000467067.1	
ENST00000318627.4	Q8TAL6
ENST00000525768.5	
ENST00000495759.5	
ENST00000469499.5	
ENST00000165698.9	Q9H902
ENST00000487559.1	
ENST00000632245.1	
ENST00000644644.1	
ENST00000332386.9	Q86XR2
ENST00000375443.3	
ENST00000619649.4	Q15649
ENST00000643817.1	
ENST00000375949.5	Q99895
ENST00000335393.8	Q86XR2
ENST00000612855.2	
ENST00000438998.6	Q5JS54
ENST00000633937.1	
ENST00000641540.1	Q8NGX9
ENST00000538924.6	
ENST00000601861.5	
ENST00000642243.1	
ENST00000380305.4	
ENST00000251481.11	O00338
ENST00000524647.5	
ENST00000399448.5	P29350
ENST00000599164.5	
ENST00000535845.6	Q9H902
ENST00000616430.1	Q9Y5F9
ENST00000613198.2	
ENST00000529374.5	
ENST00000419065.6	Q5JS54
ENST00000373614.6	P01286
ENST00000375943.6	
ENST00000373611.2	P01286
ENST00000326853.9	O00338
ENST00000520790.1	Q9Y5F9
ENST00000473000.2	Q5JS54
ENST00000449408.6	Q86XR2
ENST00000633117.1	
ENST00000530111.1	
ENST00000437265.5	
ENST00000431076.5	
ENST00000438339.5	
ENST00000324987.4	
ENST00000600519.5	
ENST00000634200.1	
ENST00000237527.7	P01286
ENST00000451246.2	
ENST00000541910.6	Q9H902
ENST00000611950.1	Q9UN70
ENST00000380075.6	Q9BYV2
ENST00000368508.7	P08922
ENST00000409880.5	
ENST00000600871.5	
ENST00000454610.2	
ENST00000334632.1	Q8NGX9
ENST00000493819.1	A0A0C4DH69
ENST00000618394.1	
ENST00000599124.1	
ENST00000538715.5	
ENST00000437390.6	
ENST00000453231.6	Q9H902
ENST00000450838.5	
ENST00000368507.7	
ENST00000296098.4	Q9BYV2
ENST00000442801.5	
ENST00000318974.14	P29350
ENST00000409067.2	
ENST00000403284.2	
ENST00000422126.1	
ENST00000632777.1	
ENST00000633604.1	
ENST00000631778.1	
ENST00000489855.2	
ENST00000612198.3	Q9Y2G9
ENST00000529742.1	
ENST00000259818.8	Q9BVA1
ENST00000532135.5	
ENST00000554969.5	P07910
ENST00000526819.5	
ENST00000453715.1	
ENST00000314992.9	Q8NHP7
ENST00000374644.8	P29322
ENST00000368821.4	Q5VZQ5
ENST00000439211.7	P00374
ENST00000505337.5	P00374
ENST00000458580.6	Q8NHP7
ENST00000511032.5	
ENST00000545153.5	
ENST00000261881.9	Q9BVW5
ENST00000483158.1	P04433
ENST00000372538.8	Q86VU5
ENST00000504396.1	P00374
ENST00000558396.1	
ENST00000535462.5	
ENST00000576064.5	
ENST00000541698.5	
ENST00000542462.1	
ENST00000536013.5	
ENST00000465829.5	C9J798
ENST00000576967.6	Q6A162
ENST00000610327.4	
ENST00000244769.8	P54253
ENST00000166244.8	P29322
ENST00000620449.1	P43626
ENST00000566524.5	
ENST00000642969.1	
ENST00000610983.1	Q6A162
ENST00000331113.9	Q9NZV8
ENST00000306682.6	
ENST00000263314.3	P56373
ENST00000375231.5	Q9Y2H8
ENST00000469299.1	
ENST00000456013.5	P29350
ENST00000425288.1	
ENST00000541662.5	
ENST00000619702.1	P43628
ENST00000633133.1	
ENST00000534820.1	
ENST00000562124.5	
ENST00000374641.3	
ENST00000617641.4	
ENST00000223428.8	Q9Y2H8
ENST00000320578.3	Q14964
ENST00000423057.6	
ENST00000621713.1	
ENST00000611944.1	
ENST00000616487.4	
ENST00000621008.1	
ENST00000673881.1	
ENST00000617222.4	
ENST00000556142.5	
ENST00000453057.5	
ENST00000436367.5	P54253
ENST00000455882.5	
ENST00000568216.5	
ENST00000554455.5	P07910
ENST00000621283.3	O75920
ENST00000430246.6	P07910
ENST00000421466.5	
ENST00000628627.1	
ENST00000413609.5	
ENST00000372325.7	Q8IWL1
ENST00000553753.5	
ENST00000588072.6	Q53F39
ENST00000355957.9	O14662
ENST00000496887.6	
ENST00000536254.6	Q8N184
ENST00000613172.4	O75920
ENST00000417041.1	
ENST00000555914.5	
ENST00000312283.12	
ENST00000308177.5	Q9UN70
ENST00000492049.1	
ENST00000555309.5	
ENST00000625862.2	
ENST00000317235.11	Q53F39
ENST00000570251.1	
ENST00000626049.1	
ENST00000412911.5	
ENST00000557442.5	
ENST00000360729.8	Q8N184
ENST00000460655.5	
ENST00000372327.9	Q8IWL1
ENST00000556628.5	P07910
ENST00000496196.5	Q53F39
ENST00000628126.2	
ENST00000640627.1	
ENST00000588311.5	
ENST00000615384.1	Q9UN71
ENST00000627838.2	
ENST00000359617.8	O14662
ENST00000555883.5	P07910
ENST00000291825.11	Q9BXM0
ENST00000317251.8	
ENST00000258796.12	Q9C0H2
ENST00000585696.5	Q8N184
ENST00000556513.5	
ENST00000630348.1	
ENST00000519479.1	Q9UN71
ENST00000371141.8	O14662
ENST00000374647.10	O95163
ENST00000287647.7	Q9BXW9
ENST00000407643.5	Q9C0H2
ENST00000589264.5	
ENST00000621031.4	
ENST00000400376.2	
ENST00000591308.1	
ENST00000612503.1	Q9Y5H3
ENST00000435522.5	
ENST00000557201.5	P07910
ENST00000642590.1	
ENST00000309976.13	Q53F39
ENST00000619882.4	
ENST00000403167.5	Q9C0H2
ENST00000324001.8	Q9BXM0
ENST00000618501.4	
ENST00000419585.5	Q9BXW9
ENST00000398610.2	Q9Y5H3
ENST00000348956.7	P12277
ENST00000344987.11	
ENST00000553300.5	P07910
ENST00000674005.1	
ENST00000493964.5	Q9C0B2
ENST00000589390.5	
ENST00000537196.1	
ENST00000431693.1	Q9BXW9
ENST00000476384.5	
ENST00000611914.1	Q9Y5G8
ENST00000483434.5	
ENST00000591344.2	A8MQ14
ENST00000429448.1	
ENST00000518069.1	Q9Y5G8
ENST00000556897.5	P07910
ENST00000614887.4	
ENST00000366963.9	O15245
ENST00000371132.8	O14662
ENST00000357949.5	Q9UHV2
ENST00000420743.6	P07910
ENST00000622527.1	Q9Y5G2
ENST00000557157.5	
ENST00000617136.2	O15263
ENST00000256429.8	Q9UBB5
ENST00000467096.5	O14662
ENST00000554539.5	
ENST00000539263.5	
ENST00000522605.1	Q9Y5G2
ENST00000495185.5	
ENST00000358029.8	O14662
ENST00000592306.5	
ENST00000578272.1	
ENST00000618640.1	
ENST00000311413.5	Q9BY78
ENST00000447305.5	
ENST00000421731.5	
ENST00000354772.8	
ENST00000464640.5	
ENST00000398398.6	
ENST00000554989.1	
ENST00000554383.5	
ENST00000324965.8	O15245
ENST00000493301.5	
ENST00000613448.2	P81534
ENST00000587724.5	
ENST00000457470.6	O15245
ENST00000583046.1	Q9UBB5
ENST00000438253.1	
ENST00000555215.5	
ENST00000460902.2	O15245
ENST00000592977.5	
ENST00000553652.5	
ENST00000383763.6	Q2Q1W2
ENST00000453673.3	
ENST00000454914.6	O43189
ENST00000540443.1	
ENST00000555137.5	
ENST00000553610.5	
ENST00000361830.7	O14662
ENST00000555039.1	
ENST00000554891.5	
ENST00000556226.5	
ENST00000555176.5	
ENST00000383807.5	Q9BXW9
ENST00000592331.5	
ENST00000557336.1	
ENST00000392028.8	Q9UJW9
ENST00000625535.1	
ENST00000480492.1	A0A0C4DH73
ENST00000553878.5	
ENST00000571252.3	Q9Y5G9
ENST00000557768.1	
ENST00000359440.6	Q7Z5M5
ENST00000322354.4	Q9UJW9
ENST00000155840.12	P51787
ENST00000397260.7	
ENST00000247020.9	Q99470
ENST00000612927.1	Q9Y5G9
ENST00000646564.1	
ENST00000427869.6	O43189
ENST00000474057.5	
ENST00000613180.2	P78356
ENST00000599706.1	
ENST00000390252.2	P01624
ENST00000596456.1	
ENST00000354386.10	Q9BVV6
ENST00000335475.6	P51787
ENST00000449098.5	
ENST00000557530.1	
ENST00000268043.8	Q9H611
ENST00000611598.1	Q9Y5G3
ENST00000333425.10	Q9H611
ENST00000506382.2	
ENST00000523390.1	Q9Y5G3
ENST00000631946.1	
ENST00000524279.1	Q96PS1
ENST00000619416.4	Q9BVV6
ENST00000474774.1	
ENST00000559239.2	Q9H611
ENST00000510017.1	
ENST00000380776.4	
ENST00000453223.2	
ENST00000617050.1	Q9Y5G6
ENST00000587788.1	
ENST00000526095.2	
ENST00000558726.5	
ENST00000636431.1	
ENST00000475137.5	
ENST00000330436.4	Q16696
ENST00000450660.3	Q96PS1
ENST00000436008.6	
ENST00000591903.1	
ENST00000588186.5	
ENST00000423743.7	Q9BVV6
ENST00000643519.1	
ENST00000419154.5	
ENST00000397267.5	Q8WUG5
ENST00000378590.4	
ENST00000637426.1	Q8WUG5
ENST00000423868.1	
ENST00000406686.7	A1A5C7
ENST00000304895.9	P08236
ENST00000518325.2	Q9Y5G6
ENST00000595483.5	
ENST00000378105.4	Q9Y5H4
ENST00000263368.9	P30043
ENST00000614298.4	P24071
ENST00000371445.3	Q96MA1
ENST00000517417.2	Q9Y5H4
ENST00000421349.6	P30481
ENST00000497691.5	
ENST00000437633.6	Q8N1I0
ENST00000588191.5	
ENST00000643596.1	
ENST00000380302.8	A1A5C7
ENST00000428084.6	Q8N1I0
ENST00000481138.6	Q6ZMW2
ENST00000589267.5	
ENST00000498484.5	
ENST00000528368.3	Q9BXJ0
ENST00000597870.1	
ENST00000658652.1	
ENST00000447929.5	
ENST00000490273.5	A1A5C7
ENST00000450984.5	
ENST00000573499.1	P43234
ENST00000430730.5	
ENST00000530681.2	Q9BXJ0
ENST00000445610.1	
ENST00000449127.6	P17693
ENST00000672284.1	
ENST00000478850.5	
ENST00000485307.5	
ENST00000450156.6	
ENST00000619155.4	P24071
ENST00000590501.5	
ENST00000634633.1	
ENST00000498811.2	
ENST00000588103.5	
ENST00000467177.5	
ENST00000421103.5	P08236
ENST00000535338.5	Q6ZMW2
ENST00000589859.1	
ENST00000262623.4	P20648
ENST00000586844.5	
ENST00000252087.2	Q9Y5F6
ENST00000593001.5	
ENST00000380298.2	A1A5C7
ENST00000610789.1	Q9Y5F6
ENST00000413040.6	
ENST00000592767.2	
ENST00000446111.1	
ENST00000412263.6	
ENST00000612073.1	Q9Y5F8
ENST00000466488.5	
ENST00000568733.5	
ENST00000415687.6	P17693
ENST00000479981.1	P04430
ENST00000619721.6	Q9BY79
ENST00000356509.7	O75496
ENST00000393432.8	P31943
ENST00000375156.4	Q9UIM3
ENST00000618658.4	P24071
ENST00000314520.6	Q13064
ENST00000547931.1	P17693
ENST00000221561.12	Q08117
ENST00000468404.5	
ENST00000664131.1	
ENST00000230056.8	O75496
ENST00000401466.5	Q53S58
ENST00000647595.1	
ENST00000470229.6	Q9Y5A7
ENST00000568252.1	
ENST00000272521.7	Q53S58
ENST00000672580.1	
ENST00000445943.5	
ENST00000649065.1	
ENST00000378054.6	
ENST00000445518.1	
ENST00000483358.5	
ENST00000564592.1	
ENST00000360167.4	Q9BY79
ENST00000316423.11	O60701
ENST00000476555.5	
ENST00000398594.3	Q9Y5F8
ENST00000568945.2	
ENST00000449574.7	
ENST00000409951.1	
ENST00000378059.3	
ENST00000428053.5	
ENST00000299355.10	P24752
ENST00000424086.5	Q53S58
ENST00000632713.1	
ENST00000620958.4	O75496
ENST00000634542.1	
ENST00000437129.5	
ENST00000646632.1	
ENST00000501493.6	O60701
ENST00000672031.1	
ENST00000670357.1	
ENST00000586742.5	
ENST00000673531.1	
ENST00000630422.2	P78396
ENST00000506179.5	O60701
ENST00000613314.1	O60330
ENST00000440264.5	P78396
ENST00000417165.1	
ENST00000470316.5	
ENST00000373606.7	Q9NQG1
ENST00000507089.5	O60701
ENST00000672907.1	
ENST00000672367.1	
ENST00000487148.5	O60888
ENST00000389832.7	Q86SM8
ENST00000327141.8	Q08117
ENST00000397150.5	
ENST00000265838.9	P24752
ENST00000397152.7	Q9NQG1
ENST00000373605.7	Q9NQG1
ENST00000255465.7	P78396
ENST00000515021.5	
ENST00000633384.1	A0A578
ENST00000672354.1	
ENST00000273986.10	Q8N5K1
ENST00000397151.1	Q9NQG1
ENST00000514106.5	
ENST00000442819.6	P31943
ENST00000625767.1	P78396
ENST00000574446.1	
ENST00000643561.1	
ENST00000327791.8	Q8IY57
ENST00000586839.1	
ENST00000441959.2	O95670
ENST00000356731.9	P31943
ENST00000510881.5	
ENST00000652732.1	
ENST00000585557.1	
ENST00000503779.5	
ENST00000503643.1	
ENST00000494651.7	
ENST00000461913.5	
ENST00000650904.1	
ENST00000252085.4	O60330
ENST00000443657.2	O95670
ENST00000509391.1	
ENST00000639999.1	
ENST00000640675.1	
ENST00000620801.4	P24071
ENST00000531813.5	
ENST00000505698.1	
ENST00000460712.1	
ENST00000672008.1	
ENST00000616887.1	Q9Y5G4
ENST00000648897.1	Q86Y07
ENST00000510490.1	
ENST00000480714.1	
ENST00000534854.6	Q8IY57
ENST00000573521.1	Q9Y5G4
ENST00000435505.6	Q86Y07
ENST00000440930.6	O60888
ENST00000417641.6	Q86Y07
ENST00000621009.4	P24071
ENST00000435267.6	O60888
ENST00000517434.2	Q9Y5G7
ENST00000265081.7	P20585
ENST00000528370.1	
ENST00000614917.4	P24071
ENST00000374279.4	Q16739
ENST00000652326.2	
ENST00000374401.3	Q8NGR1
ENST00000667069.1	
ENST00000610583.1	Q9Y5G7
ENST00000554463.5	
ENST00000553795.6	Q8NGR1
ENST00000658259.1	
ENST00000555833.5	
ENST00000464657.5	
ENST00000340157.8	Q86Y07
ENST00000536058.1	Q8NGR1
ENST00000380790.4	Q8IY57
ENST00000622044.1	Q9Y5H2
ENST00000611695.4	Q8TBJ4
ENST00000659302.1	
ENST00000651937.1	
ENST00000633861.1	
ENST00000330710.9	Q96JK4
ENST00000261244.9	Q9BVV6
ENST00000614834.2	Q8TBJ4
ENST00000329433.10	
ENST00000632580.1	
ENST00000357223.2	Q96JK4
ENST00000295958.10	Q96QK8
ENST00000510678.5	
ENST00000287143.2	Q9Y2Y8
ENST00000510411.5	
ENST00000651759.1	
ENST00000511809.5	
ENST00000652414.1	
ENST00000523449.5	
ENST00000651852.1	
ENST00000507613.5	
ENST00000519033.5	
ENST00000651596.1	
ENST00000505729.1	
ENST00000555397.1	
ENST00000343518.11	Q6S545
ENST00000631557.1	A0A0K0K1D8
ENST00000428068.5	
ENST00000519958.5	
ENST00000398587.7	Q9Y5H2
ENST00000529202.5	O75936
ENST00000611018.4	P24071
ENST00000514738.5	
ENST00000523136.1	
ENST00000618818.4	
ENST00000334493.10	Q86TI4
ENST00000452800.1	
ENST00000372991.8	P30281
ENST00000621271.4	P53675
ENST00000382064.6	
ENST00000612803.4	P24071
ENST00000641515.2	
ENST00000518882.2	Q9Y5H2
ENST00000556134.5	Q9BVV6
ENST00000621704.4	
ENST00000621004.4	P24071
ENST00000619722.4	
ENST00000621755.1	P24071
ENST00000335137.4	Q8NH21
ENST00000576222.2	Q9Y5G1
ENST00000466986.5	
ENST00000533566.5	
ENST00000382449.5	Q13117
ENST00000371901.4	Q8N118
ENST00000265071.3	P55285
ENST00000370655.6	
ENST00000618934.1	Q9Y5G1
ENST00000632308.1	
ENST00000552109.5	
ENST00000427926.6	P53675
ENST00000455090.1	
ENST00000432057.2	
ENST00000477459.5	Q86TI4
ENST00000511642.5	P30281
ENST00000358545.6	O14788
ENST00000528330.2	Q9Y5H1
ENST00000440705.6	Q86Y07
ENST00000299665.3	Q8WXI8
ENST00000528583.5	O75936
ENST00000307518.9	Q9GZV1
ENST00000618105.4	
ENST00000428021.1	
ENST00000622493.4	
ENST00000298808.9	Q9GZV1
ENST00000619259.4	
ENST00000617133.4	
ENST00000525090.1	O75936
ENST00000469830.2	Q86TI4
ENST00000398795.7	O14788
ENST00000650528.1	Q9UJ55
ENST00000361771.7	Q8N5D0
ENST00000613919.4	
ENST00000521173.5	
ENST00000263182.8	O75936
ENST00000405262.6	O14788
ENST00000523921.1	
ENST00000611940.4	Q8N149
ENST00000412104.6	Q86Y07
ENST00000377890.6	P08195
ENST00000447062.2	Q8N5D0
ENST00000393094.7	Q93034
ENST00000628331.1	Q86TI4
ENST00000372987.8	
ENST00000503105.5	
ENST00000544862.5	O14788
ENST00000621812.2	
ENST00000239849.8	O14788
ENST00000394576.3	Q9Y5H1
ENST00000532064.5	
ENST00000613573.4	Q8N149
ENST00000417009.5	
ENST00000377891.6	
ENST00000472249.2	
ENST00000536551.6	H3BQB6
ENST00000407422.8	Q12824
ENST00000423338.5	Q5SQI0
ENST00000382440.5	
ENST00000623693.3	
ENST00000531427.5	Q93034
ENST00000504779.6	
ENST00000617926.4	
ENST00000621611.4	
ENST00000621169.1	Q9Y5G0
ENST00000319394.8	Q8N5D0
ENST00000354384.5	
ENST00000623498.3	
ENST00000532782.1	
ENST00000377889.6	P08195
ENST00000547351.5	
ENST00000553728.1	
ENST00000617380.1	Q9Y5G0
ENST00000617156.1	
ENST00000382433.4	Q13117
ENST00000508103.5	
ENST00000535296.5	
ENST00000444799.5	
ENST00000617103.4	
ENST00000464411.5	
ENST00000506721.5	
ENST00000449279.5	
ENST00000415497.6	P30281
ENST00000523137.5	
ENST00000644036.1	Q12824
ENST00000382431.8	
ENST00000544974.6	Q8IUZ0
ENST00000538828.1	
ENST00000373062.8	Q13823
ENST00000628510.2	
ENST00000400493.6	
ENST00000280082.4	Q96PC5
ENST00000505811.5	
ENST00000538084.1	
ENST00000382306.6	Q13117
ENST00000372988.8	P30281
ENST00000374642.8	P02745
ENST00000449947.5	
ENST00000488005.5	
ENST00000382294.6	
ENST00000382424.8	Q13117
ENST00000458188.2	
ENST00000274938.8	Q8IX30
ENST00000544377.1	
ENST00000413065.5	
ENST00000616629.1	Q8N149
ENST00000510431.5	
ENST00000640607.1	Q96PC5
ENST00000438241.1	
ENST00000519056.5	
ENST00000338663.11	P08195
ENST00000619750.1	Q9Y5H0
ENST00000554392.5	
ENST00000402322.1	P02745
ENST00000449918.1	
ENST00000538069.2	
ENST00000521790.5	
ENST00000344921.11	
ENST00000555716.5	
ENST00000414200.6	P30281
ENST00000504348.5	
ENST00000379666.7	O75394
ENST00000253812.7	Q9Y5H0
ENST00000248566.3	P60896
ENST00000612377.2	
ENST00000510503.5	
ENST00000612467.1	
ENST00000513225.5	
ENST00000512426.5	
ENST00000341749.7	Q96PC5
ENST00000610569.1	Q9Y5G5
ENST00000299663.8	Q9ULY5
ENST00000551268.5	
ENST00000615352.4	
ENST00000356686.2	Q6ZVN7
ENST00000379242.7	Q6UXI7
ENST00000557038.5	Q96PC5
ENST00000296102.8	O75394
ENST00000446457.6	
ENST00000647057.1	
ENST00000541372.1	
ENST00000448427.1	
ENST00000545274.5	
ENST00000644619.1	
ENST00000539458.1	
ENST00000508143.5	
ENST00000396165.8	Q96PC5
ENST00000537698.1	
ENST00000263121.12	
ENST00000515158.5	
ENST00000505064.1	
ENST00000407082.4	
ENST00000521116.5	
ENST00000450725.2	
ENST00000266088.9	P13866
ENST00000417137.6	
ENST00000652629.1	O14645
ENST00000280083.7	Q96PC5
ENST00000457137.6	Q6UXI7
ENST00000515714.5	
ENST00000341502.9	Q96PC5
ENST00000512273.5	
ENST00000398604.2	Q9Y5G5
ENST00000644462.1	
ENST00000497382.5	
ENST00000503664.1	
ENST00000543737.2	P13866
ENST00000379052.10	Q9BX46
ENST00000398636.8	Q8IWL2
ENST00000502771.1	
ENST00000445486.6	Q5SQI0
ENST00000404084.5	
ENST00000634926.1	
ENST00000514588.1	
ENST00000296218.8	
ENST00000556148.5	Q96PC5
ENST00000635578.1	
ENST00000522256.1	
ENST00000379241.7	Q6UXI7
ENST00000617094.1	Q9Y5F7
ENST00000642727.1	
ENST00000616010.4	P30281
ENST00000509686.5	
ENST00000548661.5	
ENST00000630639.1	
ENST00000610539.1	
ENST00000558546.5	
ENST00000394789.7	Q4ZJI4
ENST00000348007.7	Q96PC5
ENST00000401530.5	Q6UXI7
ENST00000510207.5	
ENST00000424121.5	Q5SQI0
ENST00000425446.6	Q9BX46
ENST00000553352.1	Q96PC5
ENST00000464309.1	
ENST00000457161.5	Q5SQI0
ENST00000632512.1	A0A539
ENST00000389975.7	Q6UXI7
ENST00000503965.5	
ENST00000419470.6	Q8IWL2
ENST00000450003.6	Q5SQI0
ENST00000318204.5	Q9BX46
ENST00000649030.2	Q99608
ENST00000425448.2	Q5SQI0
ENST00000546726.5	
ENST00000396158.6	Q96PC5
ENST00000437583.5	
ENST00000371890.7	
ENST00000419769.6	Q3B7T1
ENST00000552928.5	
ENST00000429958.5	
ENST00000552966.5	
ENST00000503584.5	Q4ZJI4
ENST00000548917.1	
ENST00000389749.9	Q96FX7
ENST00000420713.2	A6NP11
ENST00000428376.6	Q8IWL2
ENST00000514972.5	
ENST00000299202.4	
ENST00000547254.5	
ENST00000629756.2	
ENST00000395930.6	Q9BXF9
ENST00000651177.1	O00507
ENST00000296422.12	Q4ZJI4
ENST00000628628.1	
ENST00000315190.4	A2A2V5
ENST00000618371.4	
ENST00000448798.5	
ENST00000632016.1	A0A0J9YXY3
ENST00000632016.1	P0DPF7
ENST00000481600.5	
ENST00000504216.5	
ENST00000294337.7	
ENST00000406855.7	Q96Q80
ENST00000395931.6	
ENST00000338981.7	O00507
ENST00000306593.1	Q9Y5F7
ENST00000615672.4	
ENST00000404056.1	
ENST00000511253.1	
ENST00000371891.8	Q5TCH4
ENST00000539245.5	
ENST00000510243.5	Q4ZJI4
ENST00000620054.4	
ENST00000547889.6	A6NI47
ENST00000539891.5	
ENST00000447454.6	
ENST00000502294.5	Q6MZM9
ENST00000514340.5	
ENST00000510559.1	
ENST00000440078.6	P28068
ENST00000616847.1	
ENST00000536146.1	
ENST00000307102.9	Q02750
ENST00000536981.5	
ENST00000619754.4	
ENST00000449679.1	
ENST00000539316.1	
ENST00000344526.10	Q6MZM9
ENST00000613163.4	
ENST00000566326.1	
ENST00000541425.5	
ENST00000543896.1	
ENST00000509633.1	
ENST00000318109.11	Q96Q80
ENST00000358008.7	Q12904
ENST00000338696.6	Q9BXF9
ENST00000619134.4	Q08648
ENST00000620131.1	
ENST00000539507.1	
ENST00000555248.2	Q8IY57
ENST00000672337.1	
ENST00000622314.3	Q08648
ENST00000476077.1	Q96Q80
ENST00000512173.1	
ENST00000453031.1	
ENST00000361314.5	Q96SL4
ENST00000617162.4	
ENST00000672341.1	
ENST00000671868.1	
ENST00000617378.2	
ENST00000563480.6	O75971
ENST00000672003.1	
ENST00000314744.6	Q92886
ENST00000561081.5	
ENST00000334194.4	Q86W10
ENST00000673123.1	
ENST00000395589.6	O75971
ENST00000509793.5	P01133
ENST00000672328.1	
ENST00000559201.5	
ENST00000356792.9	Q3B7T1
ENST00000652245.1	
ENST00000562411.5	O75971
ENST00000672911.1	
ENST00000629040.1	
ENST00000269142.9	Q92750
ENST00000560107.6	
ENST00000409977.2	A8MXK1
ENST00000672285.1	
ENST00000568875.1	
ENST00000368815.6	Q3B7T1
ENST00000398221.3	
ENST00000436924.5	
ENST00000671960.1	
ENST00000560369.5	Q8IUZ0
ENST00000533988.5	Q7Z589
ENST00000222747.8	O95859
ENST00000673018.1	
ENST00000631427.1	A0A589
ENST00000337623.7	Q3B7T1
ENST00000443447.6	
ENST00000632148.1	P0DPF7
ENST00000578121.5	
ENST00000265171.10	P01133
ENST00000316634.6	O75971
ENST00000394701.5	Q12904
ENST00000450414.5	
ENST00000530795.1	
ENST00000260382.9	Q8IUZ0
ENST00000409190.8	Q9H7C4
ENST00000442366.5	Q12904
ENST00000565465.1	
ENST00000368813.1	
ENST00000307979.7	O75971
ENST00000559670.5	
ENST00000373484.4	Q9H7C4
ENST00000415871.5	O95859
ENST00000561208.6	O14770
ENST00000566658.1	
ENST00000503392.1	P01133
ENST00000558032.5	
ENST00000418698.3	Q92750
ENST00000417633.1	
ENST00000610842.4	Q8N1K5
ENST00000441017.5	
ENST00000560755.5	
ENST00000420931.6	
ENST00000426909.1	
ENST00000433758.5	
ENST00000614155.3	Q8N1K5
ENST00000558204.5	
ENST00000621712.2	Q14032
ENST00000439054.6	
ENST00000626111.2	
ENST00000572132.2	Q9BYR6
ENST00000424710.5	
ENST00000557977.5	
ENST00000375403.6	Q6PH85
ENST00000525358.1	
ENST00000613862.2	Q8N1K5
ENST00000430985.1	
ENST00000456486.1	
ENST00000651834.1	
ENST00000631392.1	A0A1B0GXF2
ENST00000441171.1	
ENST00000332592.7	
ENST00000575409.2	Q9BYR7
ENST00000560691.5	
ENST00000478244.6	Q6PH85
ENST00000338564.9	O14770
ENST00000311862.10	P13727
ENST00000619998.1	B5MD39
ENST00000652044.1	
ENST00000403295.7	
ENST00000438545.6	
ENST00000163416.7	Q8TBA6
ENST00000533605.5	P13727
ENST00000571440.2	Q9BYR8
ENST00000312371.8	Q400G9
ENST00000651977.1	
ENST00000465938.5	
ENST00000525955.1	P13727
ENST00000463483.5	
ENST00000633472.1	
